target,user,text,cleaned_text
4,AndreaTheLion,had a maaaaarvelous time at the show and hanging out with all the bands.  and yay scholarships!,had a maaaaarvelous time at the show and hanging out with all the bands and yay scholarships
0,haydenonline,a slacker when singing  sorry @lilyroseallen,a slacker when singing sorry
4,JulieCamille,@james_a_michael you should put on motley's &quot;kick start my heart&quot;   lol,you should put on motleys &quotkick start my heart&quot lol
0,nicolecost,"okay not working a double today, thanks to this crappy weather  instead going to get guitar hero and playing it all night ",okay not working a double today thanks to this crappy weather instead going to get guitar hero and playing it all night
0,bekibutton,although has anyone else noticed the lack of the amazing strawberry milkshake bottle sweets on the new Woolworths Pick'n'mix online? ,although has anyone else noticed the lack of the amazing strawberry milkshake bottle sweets on the new woolworths picknmix online
0,soaps3,"@InLuvwithJON I'm in.  Sadly, I was not a winner 2knight. ",im in sadly i was not a winner knight
0,LAM1086,@andyroddick hahaha i had a feeling you were going to get slammed for that  ahh the joys of having an opinion on twitter!,hahaha i had a feeling you were going to get slammed for that ahh the joys of having an opinion on twitter
0,Baby_O,"juss waking up...ugh, so lAzy  ",juss waking upugh so lazy
0,Dylzaw,"i have to get dressed, call a cab and get to &quot;her vagg&quot; theater in under 15 minutes from 7:45-8:00  stupid indian boss!",i have to get dressed call a cab and get to &quother vagg&quot theater in under minutes from 45 800 stupid indian boss
4,EmMold,Im goin on an NCIS kick then sleeping. Twoo of my favorie things ,im goin on an ncis kick then sleeping twoo of my favorie things
0,Moonchild67,"Washing dishes or twittering, I know which I'd rather do, but sadly also know which I have to do!  Back soon...",washing dishes or twittering i know which id rather do but sadly also know which i have to do back soon
4,aflow,do you know the way to san jose - Dionne Warwick - @LossAngeles - nice  ♫ http://blip.fm/~891cc,do you know the way to san jose   dionne warwick     nice
4,dragongirl0713,@storycorey  I already know who gets voted off b/c I live in the US and the episodes air here b4 new Zealand ,i already know who gets voted off b c i live in the us and the episodes air here b4 new zealand
4,ashalynd,@Cantebury perfection doesn't exist ,perfection doesnt exist
4,jettray,@greatfitness ,
4,Collin_Wolfboy,@JustNessie Thats great!  nuthin much: I'm bored.,thats great nuthin much im bored
4,AllisonB85,another season of paris hilton's BFF- real quality television  my guiltiest of pleasures,another season of paris hiltons bff  real quality television my guiltiest of pleasures
0,BernieTalanca,What a nice day. I should not be spending it inside doing a report/summaries for english. Certainly NOT! ,what a nice day i should not be spending it inside doing a report summaries for english certainly not
0,JamesLemoine,@CheekyLamb I like the Tropical ones! ,i like the tropical ones
0,outoutout,@AlfinaHawaii Sucks that they won't allow you to be dual.  Maybe in the next 10 years (before you have to renew again!)..,sucks that they wont allow you to be dual maybe in the next years before you have to renew again
4,niseej,we can still go c it 2gether @bzakoolchiq ,we can still go c it gether
4,misschellekay,hey follow me  i'll put updates after exams =p,hey follow me ill put updates after exams
0,AubreyBloom,The Cavs could beat Atlanta using only three players. This is awful. Yao Ming out for the series  no fun.,the cavs could beat atlanta using only three players this is awful yao ming out for the series no fun
4,TkTwilight,i now know that we've made a difference in each others lives...i feel proud. ,i now know that weve made a difference in each others livesi feel proud
4,RaisaNguyen,"&quot; We'll run away from everything you hate, we'll run away from everything you want and take my hand, lets get famous&quot; ",&quot well run away from everything you hate well run away from everything you want and take my hand lets get famous&quot
0,MYCBA,alarm went off at 6 and already giving SOA Governance training again. and that after pinkpop ,alarm went off at and already giving soa governance training again and that after pinkpop
0,jaydriscoll88,"What a lovely day!! Shame I'm stuck inside working  on the up side, Sam's back today ",what a lovely day shame im stuck inside working on the up side sams back today
0,Tina812,@megherman I'm sorry to hear that ,im sorry to hear that
4,molllypocket,too poor for summer slaughter. nickyt's with kayley. maybe muffins ,too poor for summer slaughter nickyts with kayley maybe muffins
0,workdraft,@x_t_y network of friends. @lhalaa ooopps. friendly ra man to. ,network of friends ooopps friendly ra man to
0,aibaninosuki,i wan mannequin 5  this star tour is boring...only make me feels hungry :&lt;,i wan mannequin this star tour is boringonly make me feels hungry &lt
4,LilOne1223,And SO my weekend finally begins. Out to dinner with the boyfriend tonight ,and so my weekend finally begins out to dinner with the boyfriend tonight
0,Sc00t3R47,"@Flamenkers it's got to beat the hell out of chasing sheep in casper wyoming, where i am wasting away ",its got to beat the hell out of chasing sheep in casper wyoming where i am wasting away
0,leyley09,@thekarikari I think that's very sad ,i think thats very sad
0,animarieee,@hurricanekayla congrats girl! Sorry I can't make it ,congrats girl sorry i cant make it
4,RonisFood,New day! Still recovering from this weekend... had an orange. ,new day still recovering from this weekend had an orange
0,gilli_gilli,"@Pink Hope you show goes great tonight, can't believe I'm missing it! ",hope you show goes great tonight cant believe im missing it
0,donchawanna,I just want  to Sleep. ,i just want to sleep
0,ShirTragash,This is the big day ! and the sad too ... I will miss you a lot ..   wish us good luck !,this is the big day  and the sad too  i will miss you a lot  wish us good luck 
0,emilysanftwsom,I miss faceboook soooo muchhh  gosh i'm pathetic.,i miss faceboook soooo muchhh gosh im pathetic
0,starz1nelli, gonna miss jesse mccartney's live stream from kiss concert cuz i have to babysit. figures they dont have internet klfjhadsklfhk fml,gonna miss jesse mccartneys live stream from kiss concert cuz i have to babysit figures they dont have internet klfjhadsklfhk fml
0,Vindicated88,Forgot my ipod @ home  going to suffer through the bus ride to school,forgot my ipod home going to suffer through the bus ride to school
4,abbyrojas08,got my sched from crs finally!!! i didn't get bio but at least i got enlisted in the backup subj. i picked so i'm not underload this sem ,got my sched from crs finally i didnt get bio but at least i got enlisted in the backup subj i picked so im not underload this sem
0,danielaalopez,rain..me not like ,rainme not like
4,TinchenFFM,@jordanknight May I thank you again....for posting OUR German pic  !!!!!!!!!!!!,may i thank you againfor posting our german pic 
4,mchandradcliffe,@HaylieDuff already ,already
0,bandwidthpirate,"Updated my iPhone to 3.0 software. I had to a hard reset  but everything was backed up  Wife's iPhone took 10 mins, no problems!",updated my iphone to software i had to a hard reset but everything was backed up wifes iphone took mins no problems
0,To0ogi,@captainnfnf that's why I didn't want to give it to you ,thats why i didnt want to give it to you
4,dmofield,"Me, Cody and Sarah are heading to PCB ",me cody and sarah are heading to pcb
0,Noambluypp,omg my friends think im a total freak when i tell them about youtube and twitter ,omg my friends think im a total freak when i tell them about youtube and twitter
0,Gexy_,PE first thing on a monday morning.  that is just evil..,pe first thing on a monday morning that is just evil
4,KickMeSB,@Nystreetz.    You are so fancy.  illie kiddo, you are so fancy illie kiddo
4,TLJohns,"@StormBlues  Yes, Hedy passed audition with flying colours  &amp; is now part of full time kitchen staff here at The Cottage.  Left overs = ",yes hedy passed audition with flying colours &amp is now part of full time kitchen staff here at the cottage left overs =
4,cagefighterkip6,heee heee &quot;Wolverine&quot;  was a pimp movie  i loved it ,heee heee &quotwolverine&quot was a pimp movie i loved it
4,timecake,@angelimarble how many updates is it now?! ,how many updates is it now
4,Andymy,this weekend was a very relaxing one.. i was at my cousin's place and watch a tv series &quot;Tru Calling&quot; really cool ,this weekend was a very relaxing one i was at my cousins place and watch a tv series &quottru calling&quot really cool
0,lgreenberg,Still only 11 Daily Booth followers.  I'm sad.   http://tinyurl.com/r8cmob,still only daily booth followers im sad
0,anamanaguchi,@douggpound !!!?! Fuuuuck , fuuuuck
4,agustina1,Who has a blackberry ,who has a blackberry
0,BAMitsNatasha,Wish I was at bamboozle.  xmen 3 instead,wish i was at bamboozle xmen instead
4,AmaniBoo,@MzBeezyTellem thanks ,thanks
0,YuriyATLBalla,i dont wanna be hea anymore ,i dont wanna be hea anymore
4,QueeenMarlene,Watching hannah montana ,watching hannah montana
4,LauraHopkins55,watching BGT thinks Aiden should go through but Shaun Smith to win ,watching bgt thinks aiden should go through but shaun smith to win
4,inkgypsy,@bartschaneman Ooh nice! Not usually what I read but I can see the pics in my head. I like it! Please link to more when you post. ,ooh nice not usually what i read but i can see the pics in my head i like it please link to more when you post
4,Momisbuff,"@Fit4LifeNow You GO, girl! ",you go girl
4,_Angielala_,ahhh what a wonderfull day for making paper  WORK! clickclick. love,ahhh what a wonderfull day for making paper work clickclick love
0,lucieinparis,I wish I went to Syracuseeee! Leaving ,i wish i went to syracuseeee leaving
4,niikkkiiii,im drawing my teacher sea creatures instead of writing a paper. ,im drawing my teacher sea creatures instead of writing a paper
0,Riss408,"@ohdaymitsgemmz omg! I'm fuckin dyin! Hahahahhahaha. They need to ban her from there! Hahhahah. Ok wait, now I'm jealous! ",omg im fuckin dyin hahahahhahaha they need to ban her from there hahhahah ok wait now im jealous
